InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
546836,10115,METAL WALL ART,23,2023-12-01 20:34:31,34.6,12300,United Kingdom
540715,10104,MINI PUZZLE,23,2024-10-31 21:37:48,40.98,12484,Germany
537756,10026,PASTEL BIRD FEEDER,21,2023-12-11 10:24:23,20.48,12618,Italy
539389,10232,METAL BAKING TIN,19,2023-12-13 09:01:08,32.87,12138,Norway
540795,10111,RETRO NOTEBOOK,7,2023-07-01 06:13:32,30.17,12168,Italy
546546,10134,MODERN TEA TOWEL,17,2024-10-20 00:59:55,26.3,12335,Switzerland
536518,10140,WOODEN STRING LIGHTS,2,2023-05-10 15:26:11,13.59,12215,United Kingdom
542209,10183,PASTEL BAKING TIN,10,2023-11-04 04:05:55,30.84,12091,United Kingdom
543960,10079,WOODEN CANDLE HOLDER,3,2023-01-03 14:35:55,31.37,12726,Ireland
543145,10061,METAL VASE,23,2023-07-19 08:13:58,5.66,12130,United Kingdom
538717,10061,METAL VASE,2,2024-02-10 19:08:36,5.66,12424,France
536992,10126,CLASSIC TABLE LAMP,1,2024-08-17 14:38:16,5.02,12522,Germany
545879,10024,RUSTIC SPINNING TOP,-10,2023-07-17 19:10:58,13.87,12158,Belgium
545784,10215,RUSTIC NOTEBOOK,1,2023-12-02 11:00:14,12.64,12553,Belgium
541649,10202,VINTAGE NOTEBOOK,8,2023-12-07 09:38:38,28.04,12661,United Kingdom
540681,10112,CERAMIC GREETING CARD,23,2024-06-21 18:34:42,30.64,12478,Norway
546456,10125,WOODEN LUNCH BOX,2,2023-03-27 20:33:00,39.85,12033,Belgium
542332,10159,STRIPED BAKING TIN,18,2024-06-03 07:05:28,17.43,12293,Belgium
537487,10076,STRIPED WIND CHIME,1,2024-02-02 23:25:13,46.78,12436,Portugal
540517,10247,RETRO WALL CLOCK,4,2023-01-27 03:23:05,23.53,12230,United Kingdom
536660,10193,METAL TOY CAR,21,2023-08-09 12:47:56,17.74,12553,Belgium
536529,10168,RUSTIC FAIRY LIGHTS,16,2024-03-19 12:26:18,48.26,12032,United Kingdom
544568,10124,WOODEN GIFT WRAP,20,2023-10-02 22:09:04,22.58,12066,United Kingdom
540116,10048,PASTEL NOTEBOOK,1,2024-08-23 11:14:11,28.07,12593,United Kingdom
541498,10170,CERAMIC BIRD FEEDER,1,2023-07-21 00:17:06,47.11,12545,Italy
539675,10077,MINI CAKE STAND,13,2023-11-28 11:37:00,13.9,12789,United Kingdom
543756,10204,VINTAGE WOODEN TOY,7,2023-02-28 12:10:07,29.06,12567,USA
543454,10210,CERAMIC WALL ART,5,2024-09-15 21:47:58,30.64,,Switzerland
539976,10144,RUSTIC PLANT POT,16,2024-02-27 15:38:26,8.26,12508,Netherlands
546351,10218,MODERN CAKE STAND,21,2024-07-20 07:19:25,14.74,12317,United Kingdom
541291,10176,CERAMIC NOTEBOOK,17,2023-09-01 13:19:09,41.26,12136,Switzerland
537647,10147,MINI WOODEN TOY,17,2024-06-14 13:43:54,41.78,12740,Ireland
544624,10030,WOODEN TOY CAR,22,2024-02-13 00:48:00,26.85,12199,Netherlands
537447,10248,WOODEN WALL CLOCK,14,2023-09-28 04:35:41,46.68,12398,Sweden
546132,10161,VINTAGE VASE,7,2023-06-11 09:16:25,37.66,12291,Spain
541473,10200,MINI CAKE STAND,14,2023-07-07 14:29:51,18.58,12236,United Kingdom
544035,10013,VINTAGE FAIRY LIGHTS,17,2024-11-29 05:22:39,33.34,12365,United Kingdom
547377,10028,RUSTIC CANDLE HOLDER,8,2023-03-25 23:40:29,31.68,12095,United Kingdom
542171,10170,CERAMIC BIRD FEEDER,12,2024-04-04 14:51:37,47.11,12299,Germany
537635,10112,CERAMIC GREETING CARD,14,2024-06-22 08:49:42,30.64,12161,USA
543356,10246,VINTAGE STICKER SET,11,2023-09-02 16:16:05,27.99,,United Kingdom
541247,10201,MODERN NOTEBOOK,7,2023-04-05 22:51:37,27.1,12230,United Kingdom
541133,10235,CLASSIC GREETING CARD,20,2023-05-29 19:13:48,5.99,12581,Norway
543949,10027,METAL TEA TOWEL,11,2024-12-05 11:51:27,25.1,12612,France
540031,10142,WOODEN CAKE STAND,8,2024-07-09 01:24:09,4.66,12063,Netherlands
547153,10232,METAL BAKING TIN,6,2023-12-23 00:18:35,32.87,12106,Germany
537136,10041,RETRO PLANT POT,7,2024-11-01 19:06:00,36.82,12518,Belgium
540295,10065,FLORAL VASE,19,2023-04-22 21:46:12,46.38,12526,United Kingdom
539491,10056,CLASSIC WOODEN TOY,22,2024-10-06 15:00:37,32.96,12770,Italy
543244,10206,WOODEN PHOTO FRAME,6,2024-06-29 22:55:12,6.46,12394,France
543879,10006,VINTAGE GARDEN SIGN,7,2023-05-17 17:41:38,38.14,12344,United Kingdom
536540,10168,RUSTIC FAIRY LIGHTS,12,2024-04-24 23:41:54,48.26,12713,United Kingdom
544506,10224,FLORAL WIND CHIME,20,2024-03-20 08:06:47,22.43,12653,France
544747,10039,RETRO WOODEN TOY,14,2023-08-01 04:01:17,46.51,12765,Italy
546322,10119,CERAMIC BUILDING BLOCKS,15,2023-10-14 15:40:20,35.11,12091,United Kingdom
543564,10226,METAL STICKER SET,16,2023-04-25 10:32:11,25.12,12165,Belgium
540412,10002,RETRO NIGHT LIGHT,8,2024-12-01 08:25:41,29.87,12085,Ireland
539430,10007,STRIPED BAKING TIN,8,2024-02-04 10:05:36,14.5,12519,Netherlands
540138,10080,RETRO PLANT POT,1,2023-01-25 02:30:32,27.27,12692,United Kingdom
536992,10053,PASTEL NIGHT LIGHT,8,2024-08-17 14:38:16,24.08,12522,Germany
C541187,10109,STRIPED NIGHT LIGHT,-17,2023-03-29 05:35:54,47.0,12325,Ireland
541398,10048,PASTEL NOTEBOOK,3,2023-04-19 23:02:01,28.07,12119,United Kingdom
545673,10035,RUSTIC STICKER SET,3,2023-10-10 18:54:34,25.8,12795,Germany
547112,10232,METAL BAKING TIN,19,2024-01-15 01:40:00,32.87,12298,Germany
546910,10101,MODERN WALL CLOCK,12,2024-05-11 22:21:55,46.28,12443,Germany
541593,10009,STRIPED PHOTO FRAME,14,2024-03-14 20:41:55,30.52,12164,Sweden
544701,10189,MINI TOY CAR,22,2024-11-02 04:42:23,34.79,12648,Spain
540838,10010,METAL VASE,5,2024-08-27 09:14:19,6.98,12643,United Kingdom
537026,10216,RUSTIC PLANT POT,5,2024-08-18 05:47:33,0.98,12175,Netherlands
537464,10247,RETRO WALL CLOCK,9,2023-06-05 06:56:15,23.53,12748,United Kingdom
539828,10187,METAL LANTERN,5,2023-06-16 05:48:38,1.35,12488,United Kingdom
546198,10144,RUSTIC PLANT POT,2,2024-03-31 05:16:37,8.26,12213,USA
545425,10180,WOODEN BIRD FEEDER,12,2024-05-15 23:34:42,22.25,12750,Germany
544879,10148,MODERN TOY CAR,10,2023-02-21 10:25:08,1.81,12234,Portugal
546509,10063,CERAMIC TEA TOWEL,7,2024-01-15 13:11:57,24.71,12144,United Kingdom
543883,10064,VINTAGE BAKING TIN,22,2024-03-13 02:56:04,8.94,12338,Ireland
547218,10037,STRIPED TEA TOWEL,20,2023-10-12 07:08:23,38.32,12157,Italy
541433,10228,PASTEL LANTERN,4,2024-07-08 00:38:43,13.15,12726,Ireland
546273,10223,RUSTIC CANDLE HOLDER,18,2023-11-29 04:21:35,39.8,12241,United Kingdom
539090,10158,FLORAL MUG,24,2023-06-13 12:33:52,19.48,12023,France
C542961,10245,MINI NIGHT LIGHT,-17,2024-02-23 14:54:25,35.73,12036,United Kingdom
542086,10073,CERAMIC WALL CLOCK,13,2023-12-19 13:19:51,6.74,,Belgium
541672,10052,MINI GIFT WRAP,3,2024-10-23 23:23:06,27.35,,United Kingdom
537487,10075,CERAMIC PLANT POT,1,2024-02-02 23:25:13,33.15,12436,Portugal
544140,10068,FLORAL TEA TOWEL,2,2024-03-18 23:56:47,11.55,12675,United Kingdom
540215,10211,METAL WATERING CAN,24,2024-06-18 19:18:40,19.54,12087,United Kingdom
547109,10018,PASTEL FAIRY LIGHTS,22,2023-08-08 07:10:41,32.05,12148,United Kingdom
544522,10022,RETRO BUILDING BLOCKS,1,2024-07-24 05:50:58,11.22,12764,Spain
538845,10157,RUSTIC VASE,8,2023-09-11 07:59:21,43.45,12245,United Kingdom
543282,10112,CERAMIC GREETING CARD,8,2024-10-20 02:30:06,30.64,12397,United Kingdom
538822,10144,RUSTIC PLANT POT,10,2023-08-18 01:20:25,8.26,12271,Germany
543225,10160,CERAMIC BUILDING BLOCKS,15,2024-07-04 06:47:48,13.25,12084,France
546564,10225,MODERN BUILDING BLOCKS,16,2023-04-16 03:50:40,20.63,12265,Portugal
542327,10179,PASTEL GARDEN SIGN,20,2023-07-28 12:26:09,40.56,12606,United Kingdom
543734,10105,FLORAL BUILDING BLOCKS,5,2024-03-06 02:47:17,41.17,12088,United Kingdom
546477,10036,CLASSIC PHOTO FRAME,8,2023-02-21 14:58:13,25.8,12009,United Kingdom
537606,10198,MODERN BUILDING BLOCKS,17,2023-08-30 09:04:23,29.82,12060,Switzerland
545774,10143,FLORAL PENCIL CASE,15,2023-04-20 21:12:51,17.35,12558,Germany
540055,10181,FLORAL NIGHT LIGHT,8,2024-10-27 02:09:51,16.69,12520,France
537393,10177,STRIPED VASE,24,2023-04-09 12:39:06,32.08,12619,Germany
536743,10150,CERAMIC GREETING CARD,16,2023-10-09 19:26:43,42.79,12091,United Kingdom
541855,10167,PASTEL PENCIL CASE,11,2023-07-28 18:52:58,30.69,12340,United Kingdom
537251,10107,FLORAL BUILDING BLOCKS,18,2023-07-31 11:48:20,43.32,12387,United Kingdom
545825,10140,WOODEN STRING LIGHTS,1,2024-08-28 19:15:58,13.59,12110,United Kingdom
536563,10201,MODERN NOTEBOOK,11,2023-05-04 12:21:10,27.1,12561,Australia
544408,10167,PASTEL PENCIL CASE,20,2024-12-06 08:13:11,30.69,12610,France
543479,10078,WOODEN CAKE STAND,19,2023-04-19 15:49:04,16.39,12121,Netherlands
545664,10186,FLORAL GREETING CARD,5,2023-06-30 21:35:32,44.11,12695,France
545037,10167,PASTEL PENCIL CASE,3,2023-04-03 03:27:48,30.69,12099,Norway
545658,10213,PASTEL STICKER SET,9,2023-08-13 10:07:47,3.81,12173,Germany
537816,10237,METAL GIFT WRAP,22,2023-03-25 17:02:40,2.65,12163,USA
537266,10171,PASTEL MUG,14,2024-07-24 03:55:49,34.79,12069,Australia
545054,10190,WOODEN STRING LIGHTS,6,2023-02-15 17:21:36,39.81,12111,France
539367,10241,PASTEL GARDEN SIGN,13,2024-04-05 07:37:01,38.02,12538,United Kingdom
539559,10041,RETRO PLANT POT,8,2024-08-03 16:00:35,36.82,12018,Canada
542379,10028,RUSTIC CANDLE HOLDER,17,2024-03-26 12:55:01,31.68,12124,Ireland
544603,10227,VINTAGE WALL ART,23,2023-02-10 02:44:29,44.56,12480,Netherlands
538248,10220,CLASSIC STICKER SET,19,2023-04-26 18:09:56,40.35,12117,USA
539797,10236,CERAMIC CAKE STAND,13,2023-07-08 03:25:58,34.94,12142,Ireland
536825,10044,MINI BIRD FEEDER,21,2023-10-31 09:45:54,46.5,12537,United Kingdom
544602,10006,VINTAGE GARDEN SIGN,3,2024-02-16 21:07:48,38.14,12431,Italy
545579,10125,WOODEN LUNCH BOX,17,2024-12-18 20:18:50,39.85,12039,Canada
538505,10136,RUSTIC VASE,8,2023-09-26 05:53:22,40.23,12372,United Kingdom
539977,10161,VINTAGE VASE,10,2023-02-21 11:55:24,37.66,12262,France
544346,10062,VINTAGE NIGHT LIGHT,2,2023-02-14 20:40:31,48.47,12393,Netherlands
547297,10033,FLORAL NOTEBOOK,16,2023-08-06 23:55:09,22.21,12019,France
537619,10212,PASTEL BUILDING BLOCKS,13,2023-07-06 19:34:27,49.5,12435,Ireland
537979,10225,MODERN BUILDING BLOCKS,23,2023-10-15 08:07:52,20.63,12184,Norway
543869,10093,METAL BIRD FEEDER,18,2024-10-07 14:30:48,1.33,12645,Portugal
539974,10186,FLORAL GREETING CARD,4,2024-04-28 21:58:17,44.11,12029,Ireland
538914,10164,PASTEL MUG,16,2024-02-09 09:35:33,8.34,12193,United Kingdom
546954,10158,FLORAL MUG,22,2023-03-20 23:24:22,19.48,12774,Italy
541820,10132,CERAMIC SPINNING TOP,9,2023-10-16 02:42:31,12.84,12139,Spain
538366,10187,METAL LANTERN,11,2023-09-07 02:26:41,1.35,12551,Germany
542928,10183,PASTEL BAKING TIN,15,2024-06-16 20:24:57,30.84,12078,Norway
537326,10184,VINTAGE BUILDING BLOCKS,5,2023-12-15 11:27:26,25.14,12408,United Kingdom
546333,10110,RUSTIC PHOTO FRAME,8,2024-03-24 08:38:23,29.38,12175,Netherlands
538789,10047,MINI WOODEN TOY,10,2024-06-08 06:32:28,11.89,12578,United Kingdom
539114,10016,STRIPED PENCIL CASE,4,2023-12-20 01:24:07,18.31,12772,France
541257,10081,RUSTIC GARDEN SIGN,12,2024-09-01 13:36:37,46.71,12178,Australia
541970,10051,RETRO PHOTO FRAME,22,2024-07-19 01:30:44,26.12,12617,Germany
537142,10198,MODERN BUILDING BLOCKS,4,2024-01-21 16:30:47,29.82,12597,Spain
545006,10141,METAL CAKE STAND,7,2023-10-01 12:30:09,24.66,12611,Belgium
537964,10145,MODERN PUZZLE,4,2024-01-01 08:21:16,11.36,12540,United Kingdom
545960,10103,CERAMIC FAIRY LIGHTS,6,2024-04-24 10:59:07,43.71,12250,Portugal
546880,10221,RETRO BAKING TIN,15,2024-12-11 23:20:34,27.61,12661,United Kingdom
543350,10206,WOODEN PHOTO FRAME,15,2023-03-25 23:47:42,6.46,12427,Norway
544142,10205,WOODEN SPINNING TOP,12,2023-03-16 23:49:14,17.59,12404,Ireland
537785,10195,FLORAL BUILDING BLOCKS,4,2024-02-13 18:22:13,13.2,12083,United Kingdom
547362,10012,STRIPED NIGHT LIGHT,16,2024-08-16 16:32:49,29.22,12486,France
541506,10198,MODERN BUILDING BLOCKS,16,2023-05-15 14:54:28,29.82,12262,France
540100,10127,STRIPED WIND CHIME,4,2024-06-17 05:19:26,5.44,12371,Germany
544806,10154,MODERN STRING LIGHTS,6,2024-04-10 17:20:26,8.96,12602,Netherlands
544452,10085,CLASSIC GARDEN SIGN,2,2024-04-16 03:59:01,5.94,12623,United Kingdom
543399,10128,MINI CAKE STAND,18,2023-04-25 12:40:44,40.48,12064,Belgium
544358,10000,VINTAGE FAIRY LIGHTS,2,2024-09-22 11:37:52,37.29,12157,Italy
544232,10169,VINTAGE WALL ART,5,2024-08-13 21:26:52,46.5,12159,United Kingdom
544122,10165,CLASSIC BAKING TIN,1,2023-02-11 04:56:17,6.47,12424,France
541815,10049,VINTAGE WATERING CAN,5,2023-11-19 06:32:16,4.34,12010,Italy
539353,10248,WOODEN WALL CLOCK,10,2024-12-07 17:41:40,46.68,12526,United Kingdom
543287,10247,RETRO WALL CLOCK,12,2024-05-22 03:05:44,23.53,12097,United Kingdom
544041,10061,METAL VASE,1,2023-11-09 14:42:21,5.66,12141,Germany
546935,10228,PASTEL LANTERN,19,2023-07-18 19:26:31,13.15,,Switzerland
546156,10047,MINI WOODEN TOY,1,2024-11-01 00:56:53,11.89,12708,United Kingdom
543557,10014,MINI NOTEBOOK,17,2024-10-31 03:42:47,43.43,12784,United Kingdom
544958,10008,RETRO CAKE STAND,18,2024-02-14 11:20:17,5.41,12429,Belgium
537610,10039,RETRO WOODEN TOY,6,2024-10-15 21:16:32,46.51,12114,Ireland
539675,10105,FLORAL BUILDING BLOCKS,3,2023-11-28 11:37:00,41.17,12789,United Kingdom
545233,10025,METAL LUNCH BOX,23,2023-05-16 03:23:50,13.76,12432,United Kingdom
536621,10076,STRIPED WIND CHIME,19,2024-01-21 19:44:39,46.78,12344,United Kingdom
540827,10245,MINI NIGHT LIGHT,7,2023-03-30 07:08:51,35.73,12169,United Kingdom
541523,10012,STRIPED NIGHT LIGHT,9,2024-08-28 13:53:43,29.22,12150,USA
541759,10077,MINI CAKE STAND,12,2023-06-03 23:44:08,13.9,12626,United Kingdom
543544,10100,RUSTIC TEA TOWEL,3,2024-06-15 11:09:20,44.16,12560,United Kingdom
545840,10010,METAL VASE,3,2024-05-22 23:17:21,6.98,12775,France
541962,10238,FLORAL PHOTO FRAME,23,2023-07-09 23:11:45,16.74,12289,Netherlands
537865,10144,RUSTIC PLANT POT,3,2023-11-06 16:09:52,8.26,12641,Spain
540756,10144,RUSTIC PLANT POT,4,2023-08-09 01:33:55,8.26,12499,Belgium
542778,10231,PASTEL LANTERN,9,2023-07-05 14:59:00,2.83,12488,United Kingdom
539931,10095,METAL STICKER SET,7,2024-06-14 20:48:54,8.13,12151,France
546070,10107,FLORAL BUILDING BLOCKS,16,2023-05-11 16:12:47,43.32,12554,Germany
546149,10152,WOODEN WATERING CAN,7,2024-09-27 14:31:29,11.63,12123,United Kingdom
538691,10228,PASTEL LANTERN,16,2024-07-27 23:41:00,13.15,12141,Germany
543684,10071,METAL TOY CAR,14,2024-02-11 01:34:06,8.59,12049,Belgium
543826,10167,PASTEL PENCIL CASE,17,2024-05-18 20:30:56,30.69,12764,Spain
541352,10091,VINTAGE NOTEBOOK,16,2024-07-12 19:48:07,17.24,12758,United Kingdom
546574,10138,MODERN TOY CAR,6,2023-07-11 07:13:10,44.68,12184,Norway
541163,10154,MODERN STRING LIGHTS,24,2024-07-16 23:20:26,8.96,12232,Ireland
544466,10053,PASTEL NIGHT LIGHT,3,2023-02-16 00:28:51,24.08,12595,Australia
542401,10154,MODERN STRING LIGHTS,7,2024-01-28 17:31:50,8.96,12146,Belgium
542370,10233,PASTEL PENCIL CASE,2,2023-01-31 04:03:27,22.27,12642,Canada
544174,10005,CERAMIC NIGHT LIGHT,17,2023-03-24 03:40:15,11.68,12604,Netherlands
539859,10222,FLORAL TABLE LAMP,6,2024-03-09 23:40:25,41.47,12773,United Kingdom
538497,10140,WOODEN STRING LIGHTS,3,2023-02-18 20:22:44,13.59,12271,Germany
540251,10164,PASTEL MUG,8,2023-08-04 03:51:00,8.34,12312,France
542686,10059,RUSTIC BIRD FEEDER,2,2023-05-09 05:21:17,21.58,12088,United Kingdom
543361,10230,VINTAGE WIND CHIME,16,2024-09-19 17:34:56,49.97,12492,Ireland
543723,10079,WOODEN CANDLE HOLDER,19,2023-10-12 15:21:14,31.37,12525,United Kingdom
538242,10126,CLASSIC TABLE LAMP,14,2024-09-13 15:23:24,5.02,12494,Spain
543652,10174,STRIPED PLANT POT,8,2023-12-22 02:19:36,27.03,12449,Spain
541979,10203,CLASSIC TABLE LAMP,8,2023-05-11 02:21:05,43.53,12772,France
545008,10046,WOODEN LANTERN,2,2023-10-15 16:33:20,45.06,12032,United Kingdom
541800,10033,FLORAL NOTEBOOK,8,2023-04-11 11:13:35,22.21,12384,United Kingdom
546986,10045,MODERN TABLE LAMP,11,2023-06-30 03:50:12,16.17,12637,Canada
543664,10069,MODERN WALL ART,23,2023-04-09 14:08:05,27.49,12269,USA
544336,10115,METAL WALL ART,13,2023-12-26 22:55:19,34.6,12315,United Kingdom
540147,10168,RUSTIC FAIRY LIGHTS,18,2023-03-05 07:41:34,48.26,12257,Belgium
544488,10156,PASTEL TOY CAR,2,2023-03-31 04:37:26,33.43,12301,Germany
537739,10153,VINTAGE SPINNING TOP,3,2024-12-11 11:59:42,19.96,12317,United Kingdom
544378,10155,PASTEL PUZZLE,21,2024-10-15 07:57:29,27.1,12480,Netherlands
C540542,10061,METAL VASE,-19,2024-07-29 16:29:29,0.0,12259,Portugal
C543238,10044,MINI BIRD FEEDER,-16,2024-06-30 19:05:23,46.5,12431,Italy
546912,10240,CERAMIC BIRD FEEDER,1,2023-10-13 01:33:29,3.51,12153,Switzerland
540553,10120,MINI WATERING CAN,21,2024-09-16 04:19:20,21.51,12295,Germany
544695,10131,MINI NIGHT LIGHT,7,2023-08-21 19:44:53,36.15,12693,Ireland
536602,10022,RETRO BUILDING BLOCKS,1,2023-02-21 08:29:14,11.22,12343,United Kingdom
540975,10164,PASTEL MUG,6,2023-05-11 18:39:01,8.34,12458,Germany
542209,10158,FLORAL MUG,16,2023-11-04 04:05:55,19.48,12091,United Kingdom
546930,10040,VINTAGE PENCIL CASE,5,2024-01-21 19:50:07,12.69,12658,Netherlands
544663,10166,MODERN BAKING TIN,-14,2024-04-22 23:05:08,13.44,12660,Italy
536529,10157,RUSTIC VASE,9,2024-03-19 12:26:18,43.45,12032,United Kingdom
537184,10237,METAL GIFT WRAP,11,2024-01-09 11:37:38,2.65,12692,United Kingdom
547234,10119,CERAMIC BUILDING BLOCKS,10,2024-11-14 19:56:58,35.11,,United Kingdom
539561,10187,METAL LANTERN,10,2024-12-20 08:55:00,1.35,12357,Germany
C545509,10195,FLORAL BUILDING BLOCKS,-18,2023-06-22 15:09:19,13.2,12471,Italy
545175,10249,MODERN STICKER SET,5,2024-01-12 11:12:37,14.29,12631,Spain
537065,10176,CERAMIC NOTEBOOK,18,2023-07-07 08:46:27,41.26,12109,United Kingdom
541356,10011,METAL WOODEN TOY,13,2024-03-07 03:18:10,15.26,12689,France
546316,10123,PASTEL BAKING TIN,5,2023-06-22 09:44:52,30.66,,France
538823,10063,CERAMIC TEA TOWEL,3,2024-12-26 15:28:57,24.71,12202,Germany
538093,10128,MINI CAKE STAND,18,2023-10-02 16:21:35,40.48,12410,Italy
544266,10104,MINI PUZZLE,15,2023-05-07 00:44:58,40.98,12579,Portugal
538161,10154,MODERN STRING LIGHTS,12,2023-06-10 04:41:17,8.96,12634,United Kingdom
547020,10127,STRIPED WIND CHIME,13,2024-05-24 06:23:22,5.44,12409,United Kingdom
547124,10209,RETRO GARDEN SIGN,15,2024-03-17 00:52:08,49.69,12272,Germany
538537,10195,FLORAL BUILDING BLOCKS,9,2024-09-27 17:50:10,13.2,12732,France
536691,10148,MODERN TOY CAR,13,2024-01-03 23:29:31,1.81,12506,United Kingdom
536999,10102,FLORAL PUZZLE,12,2023-02-06 17:38:02,8.67,12760,Norway
539460,10166,MODERN BAKING TIN,6,2024-09-05 18:02:14,13.44,12668,Australia
546357,10215,RUSTIC NOTEBOOK,2,2024-03-26 00:47:51,12.64,12219,United Kingdom
537666,10241,PASTEL GARDEN SIGN,4,2023-12-24 20:21:36,38.02,12385,United Kingdom
541800,10047,MINI WOODEN TOY,13,2023-04-11 11:13:35,11.89,12384,United Kingdom
545887,10165,CLASSIC BAKING TIN,2,2024-01-08 20:01:52,6.47,12317,United Kingdom
544913,10198,MODERN BUILDING BLOCKS,17,2023-07-31 20:46:26,29.82,12340,United Kingdom
545774,10172,RETRO TABLE LAMP,21,2023-04-20 21:12:51,35.11,12558,Germany
539356,10229,CLASSIC WALL CLOCK,23,2024-05-02 08:22:10,41.93,12006,France
542193,10249,MODERN STICKER SET,8,2023-11-24 00:10:43,14.29,12470,Germany
539452,10056,CLASSIC WOODEN TOY,8,2023-08-31 11:41:17,32.96,12290,Switzerland
539963,10078,WOODEN CAKE STAND,15,2024-10-30 05:39:34,16.39,12472,Spain
545027,10086,RETRO CAKE STAND,22,2023-12-18 11:41:31,44.57,12743,Germany
543041,10157,RUSTIC VASE,16,2024-02-26 02:06:26,43.45,12291,Spain
541280,10122,VINTAGE TOY CAR,22,2024-12-02 04:52:51,15.78,12721,United Kingdom
546932,10118,METAL PHOTO FRAME,14,2023-06-21 19:50:36,16.05,12290,Switzerland
543875,10097,MINI PHOTO FRAME,17,2024-04-08 14:57:50,34.37,12111,France
544509,10017,MODERN LANTERN,4,2024-09-14 22:28:12,46.88,12606,United Kingdom
539765,10126,CLASSIC TABLE LAMP,2,2024-08-10 23:38:59,5.02,12633,USA
538141,10150,CERAMIC GREETING CARD,20,2024-05-13 09:48:26,42.79,12502,Sweden
542411,10049,VINTAGE WATERING CAN,7,2023-08-23 13:21:24,4.34,12066,United Kingdom
536828,10207,WOODEN VASE,7,2023-12-16 03:28:00,4.49,12715,Netherlands
541023,10138,MODERN TOY CAR,7,2024-05-08 12:24:36,44.68,12386,United Kingdom
539284,10156,PASTEL TOY CAR,17,2023-01-13 07:14:58,33.43,12614,United Kingdom
538268,10123,PASTEL BAKING TIN,9,2023-08-21 16:08:15,30.66,12009,United Kingdom
543097,10105,FLORAL BUILDING BLOCKS,14,2023-10-07 18:52:58,41.17,12419,United Kingdom
541760,10056,CLASSIC WOODEN TOY,23,2024-04-18 20:44:22,32.96,12657,Germany
543617,10229,CLASSIC WALL CLOCK,20,2023-05-04 06:25:42,41.93,12020,United Kingdom
546297,10015,WOODEN BUILDING BLOCKS,20,2024-10-04 05:38:50,32.09,12400,United Kingdom
542877,10004,VINTAGE WIND CHIME,10,2023-06-21 16:41:53,28.43,12069,Australia
546184,10124,WOODEN GIFT WRAP,17,2024-09-06 07:00:20,22.58,12609,Switzerland
538884,10091,VINTAGE NOTEBOOK,14,2023-07-18 22:44:59,17.24,12264,United Kingdom
547204,10200,MINI CAKE STAND,5,2024-10-21 12:08:06,18.58,12065,Sweden
541090,10034,MODERN WOODEN TOY,4,2023-10-17 08:53:33,43.89,12618,Italy
537290,10111,RETRO NOTEBOOK,21,2024-01-29 23:26:55,30.17,12631,Spain
546599,10014,MINI NOTEBOOK,16,2024-07-13 09:38:55,43.43,12324,United Kingdom
544842,10197,MINI WATERING CAN,22,2023-11-10 18:54:44,11.48,12207,France
539586,10149,WOODEN BIRD FEEDER,23,2024-12-20 14:12:28,1.14,12306,United Kingdom
547364,10225,MODERN BUILDING BLOCKS,18,2024-03-19 00:58:05,20.63,12401,Australia
539344,10060,MINI GIFT WRAP,10,2023-09-09 19:33:02,43.82,12625,United Kingdom
537706,10073,CERAMIC WALL CLOCK,3,2024-06-27 18:11:05,6.74,12381,United Kingdom
537604,10008,RETRO CAKE STAND,14,2023-07-21 14:15:07,5.41,12082,United Kingdom
545198,10126,CLASSIC TABLE LAMP,24,2023-12-13 20:43:54,5.02,12296,United Kingdom
542075,10011,METAL WOODEN TOY,22,2024-09-08 08:32:23,15.26,12574,France
544832,10127,STRIPED WIND CHIME,1,2024-03-22 01:10:56,5.44,12162,United Kingdom
542909,10140,WOODEN STRING LIGHTS,2,2024-01-18 03:30:16,13.59,12352,United Kingdom
537809,10013,VINTAGE FAIRY LIGHTS,23,2024-06-25 02:59:34,33.34,12405,Netherlands
536439,10085,CLASSIC GARDEN SIGN,15,2024-05-09 03:22:51,5.94,12171,United Kingdom
537751,10245,MINI NIGHT LIGHT,17,2024-11-10 05:36:14,35.73,12730,Portugal
546683,10162,MINI PHOTO FRAME,5,2024-01-28 11:57:55,32.8,,United Kingdom
546496,10024,RUSTIC SPINNING TOP,20,2023-06-12 17:49:26,13.87,12419,United Kingdom
539102,10015,WOODEN BUILDING BLOCKS,6,2023-08-29 11:10:33,32.09,12693,Ireland
537162,10223,RUSTIC CANDLE HOLDER,7,2023-03-11 06:28:12,39.8,12064,Belgium
536916,10180,WOODEN BIRD FEEDER,7,2024-09-17 13:11:56,22.25,12661,United Kingdom
539593,10005,CERAMIC NIGHT LIGHT,9,2023-08-08 04:57:06,11.68,12437,Spain
545073,10117,PASTEL LANTERN,3,2024-05-17 18:45:15,16.28,12018,Canada
546712,10181,FLORAL NIGHT LIGHT,13,2023-06-18 11:21:40,16.69,12503,United Kingdom
541715,10155,PASTEL PUZZLE,13,2023-07-03 13:45:51,27.1,12466,Germany
543467,10243,FLORAL WATERING CAN,6,2023-12-22 02:56:35,22.38,12357,Germany
537657,10161,VINTAGE VASE,22,2023-11-30 20:44:52,37.66,12421,United Kingdom
536732,10161,VINTAGE VASE,7,2024-03-21 19:36:45,37.66,12723,United Kingdom
546676,10041,RETRO PLANT POT,7,2023-05-28 14:30:38,36.82,12525,United Kingdom
